Category,City,Country,Customer.ID,Customer.Name,Discount,Market,记录数,Order.Date,Order.ID,Order.Priority,Product.ID,Product.Name,Profit,Quantity,Region,Row.ID,Sales,Segment,Ship.Date,Ship.Mode,Shipping.Cost,State,Sub.Category,Year,Market2,weeknum
Technology,Chicago,United States,CU-93959,Customer 3983,0.4,US,1,2023-08-30 00:00:00.000,US-2023-786618,High,TEC-85251,Accessories Product 982,-466.2647,4,West,3984,3057.12,Home Office,2023-09-02 00:00:00.000,Second Class,37.84,New York,Accessories,2023,North America,35
Office Supplies,Chicago,United States,CU-22078,Customer 3984,0.5,US,1,2021-11-09 00:00:00.000,US-2021-439860,Medium,OFF-23304,Supplies Product 684,36.5922,1,Central,3985,701.02,Home Office,2021-11-18 00:00:00.000,Standard Class,34.22,California,Supplies,2021,North America,45
Technology,New York,United States,CU-72205,Customer 3985,0.5,US,1,2020-05-06 00:00:00.000,US-2020-922001,Medium,TEC-11575,Machines Product 791,779.5377,5,West,3986,4765.14,Consumer,2020-05-16 00:00:00.000,First Class,37.39,Illinois,Machines,2020,North America,19
Office Supplies,Miami,United States,CU-64851,Customer 3986,0.05,US,1,2021-01-21 00:00:00.000,US-2021-303707,Medium,OFF-99527,Paper Product 257,1690.3325,7,South,3987,6943.86,Corporate,2021-01-27 00:00:00.000,Same Day,43.3,New York,Paper,2021,North America,3
Furniture,Miami,United States,CU-57781,Customer 3987,0.05,US,1,2021-11-01 00:00:00.000,US-2021-817530,Medium,FUR-22642,Chairs Product 462,256.3458,6,Central,3988,4844.37,Consumer,2021-11-09 00:00:00.000,Same Day,32.06,California,Chairs,2021,North America,44
Technology,Houston,United States,CU-28392,Customer 3988,0.5,US,1,2022-04-24 00:00:00.000,US-2022-574555,High,TEC-41875,Machines Product 26,183.5998,5,East,3989,2416.19,Consumer,2022-05-02 00:00:00.000,Second Class,24.81,New York,Machines,2022,North America,16
Furniture,Los Angeles,United States,CU-60549,Customer 3989,0.2,US,1,2020-07-22 00:00:00.000,US-2020-714292,High,FUR-35043,Furnishings Product 353,2895.5704,8,South,3990,8147.66,Home Office,2020-08-01 00:00:00.000,First Class,24.19,California,Furnishings,2020,North America,30
Furniture,Los Angeles,United States,CU-98547,Customer 3990,0.4,US,1,2023-01-31 00:00:00.000,US-2023-463959,Critical,FUR-32823,Chairs Product 189,867.1454,7,South,3991,8330.52,Consumer,2023-02-05 00:00:00.000,Second Class,6.3,Texas,Chairs,2023,North America,5
Furniture,New York,United States,CU-62704,Customer 3991,0.2,US,1,2022-07-23 00:00:00.000,US-2022-880553,Low,FUR-13428,Chairs Product 746,119.4272,6,West,3992,1034.22,Consumer,2022-07-31 00:00:00.000,Standard Class,7.7,Texas,Chairs,2022,North America,29
Furniture,New York,United States,CU-49884,Customer 3992,0.4,US,1,2020-11-25 00:00:00.000,US-2020-992240,Low,FUR-77051,Chairs Product 593,-1737.6031,9,South,3993,8791.95,Home Office,2020-11-29 00:00:00.000,Same Day,24.98,Texas,Chairs,2020,North America,48
Technology,Houston,United States,CU-86855,Customer 3993,0.3,US,1,2020-09-13 00:00:00.000,US-2020-199257,Medium,TEC-51510,Phones Product 349,989.6881,4,South,3994,4876.04,Consumer,2020-09-23 00:00:00.000,Same Day,29.62,Illinois,Phones,2020,North America,37
Office Supplies,New York,United States,CU-98352,Customer 3994,0.5,US,1,2023-01-31 00:00:00.000,US-2023-219973,High,OFF-70812,Supplies Product 390,224.1894,2,Central,3995,989.97,Corporate,2023-02-03 00:00:00.000,Second Class,45.62,Florida,Supplies,2023,North America,5
Office Supplies,Los Angeles,United States,CU-63357,Customer 3995,0.05,US,1,2023-05-02 00:00:00.000,US-2023-902616,High,OFF-19521,Binders Product 532,1439.7583,9,West,3996,5009.61,Consumer,2023-05-04 00:00:00.000,Same Day,8.95,Florida,Binders,2023,North America,18
Furniture,Chicago,United States,CU-96706,Customer 3996,0.3,US,1,2023-09-15 00:00:00.000,US-2023-275442,Critical,FUR-88765,Furnishings Product 826,516.7145,4,West,3997,5091.08,Corporate,2023-09-24 00:00:00.000,Standard Class,6.33,New York,Furnishings,2023,North America,37
Technology,Los Angeles,United States,CU-18849,Customer 3997,0.15,US,1,2023-03-02 00:00:00.000,US-2023-753993,Critical,TEC-59069,Phones Product 215,1321.2159,9,East,3998,6683.32,Corporate,2023-03-10 00:00:00.000,Same Day,26.73,New York,Phones,2023,North America,9
Furniture,Houston,United States,CU-67988,Customer 3998,0.05,US,1,2023-06-25 00:00:00.000,US-2023-806854,High,FUR-10112,Furnishings Product 352,2183.781,5,West,3999,9077.12,Consumer,2023-06-29 00:00:00.000,Second Class,32.76,Florida,Furnishings,2023,North America,25
Technology,Houston,United States,CU-98691,Customer 3999,0.4,US,1,2022-05-29 00:00:00.000,US-2022-688209,Medium,TEC-73968,Computers Product 54,186.3926,2,East,4000,2359.26,Corporate,2022-06-02 00:00:00.000,Standard Class,33.62,California,Computers,2022,North America,21
Technology,Miami,United States,CU-67186,Customer 4000,0.15,US,1,2020-03-20 00:00:00.000,US-2020-914534,Medium,TEC-84672,Computers Product 881,753.552,8,Central,4001,4204.88,Home Office,2020-03-25 00:00:00.000,Standard Class,34.02,New York,Computers,2020,North America,12
Technology,Houston,United States,CU-69212,Customer 4001,0.1,US,1,2023-12-22 00:00:00.000,US-2023-732903,Medium,TEC-32394,Phones Product 476,1940.7182,8,East,4002,7536.76,Corporate,2023-12-23 00:00:00.000,First Class,45.67,Illinois,Phones,2023,North America,51
Technology,Houston,United States,CU-19355,Customer 4002,0.3,US,1,2023-06-07 00:00:00.000,US-2023-729827,Medium,TEC-51834,Computers Product 122,163.8172,4,Central,4003,1781.31,Home Office,2023-06-15 00:00:00.000,Same Day,46.8,Florida,Computers,2023,North America,23
Technology,Chicago,United States,CU-30010,Customer 4003,0.15,US,1,2020-08-12 00:00:00.000,US-2020-677828,Low,TEC-66100,Machines Product 595,805.6681,8,West,4004,6397.66,Corporate,2020-08-17 00:00:00.000,First Class,12.34,California,Machines,2020,North America,33
Furniture,New York,United States,CU-36579,Customer 4004,0.4,US,1,2023-07-25 00:00:00.000,US-2023-930322,Critical,FUR-92576,Tables Product 664,625.8807,3,Central,4005,2285.52,Corporate,2023-08-04 00:00:00.000,First Class,24.71,Texas,Tables,2023,North America,30
Office Supplies,New York,United States,CU-85064,Customer 4005,0.4,US,1,2023-06-07 00:00:00.000,US-2023-866885,Critical,OFF-79955,Binders Product 421,678.2947,10,West,4006,2064.95,Consumer,2023-06-13 00:00:00.000,First Class,21.52,Illinois,Binders,2023,North America,23
Technology,Miami,United States,CU-41175,Customer 4006,0.3,US,1,2021-12-08 00:00:00.000,US-2021-439705,High,TEC-58492,Machines Product 566,-609.6846,6,South,4007,2856.55,Consumer,2021-12-10 00:00:00.000,Standard Class,46.13,California,Machines,2021,North America,49
Office Supplies,Houston,United States,CU-67187,Customer 4007,0.4,US,1,2022-05-17 00:00:00.000,US-2022-118574,Low,OFF-80458,Paper Product 814,938.0989,8,West,4008,8155.52,Corporate,2022-05-22 00:00:00.000,Same Day,9.72,California,Paper,2022,North America,20
Office Supplies,Chicago,United States,CU-86684,Customer 4008,0.4,US,1,2023-05-19 00:00:00.000,US-2023-835928,Low,OFF-11759,Binders Product 618,-613.4723,9,West,4009,9675.95,Consumer,2023-05-29 00:00:00.000,Same Day,15.97,New York,Binders,2023,North America,20
Office Supplies,Los Angeles,United States,CU-81246,Customer 4009,0.0,US,1,2022-02-24 00:00:00.000,US-2022-144028,Low,OFF-45363,Supplies Product 846,812.6973,10,South,4010,4038.94,Consumer,2022-03-04 00:00:00.000,Standard Class,9.11,Illinois,Supplies,2022,North America,8
Technology,Los Angeles,United States,CU-34403,Customer 4010,0.25,US,1,2020-02-11 00:00:00.000,US-2020-110373,Low,TEC-96543,Phones Product 745,648.5726,9,Central,4011,8299.54,Consumer,2020-02-17 00:00:00.000,First Class,45.77,Florida,Phones,2020,North America,7
Furniture,Miami,United States,CU-28943,Customer 4011,0.0,US,1,2022-12-19 00:00:00.000,US-2022-335805,Medium,FUR-56567,Storage Product 355,1786.9412,6,West,4012,6972.3,Home Office,2022-12-24 00:00:00.000,Standard Class,39.47,Illinois,Storage,2022,North America,51
Technology,New York,United States,CU-96193,Customer 4012,0.1,US,1,2023-08-13 00:00:00.000,US-2023-767127,Medium,TEC-42263,Computers Product 709,370.7477,5,Central,4013,7056.11,Home Office,2023-08-14 00:00:00.000,Second Class,19.9,New York,Computers,2023,North America,32
Technology,Miami,United States,CU-95848,Customer 4013,0.0,US,1,2022-05-15 00:00:00.000,US-2022-376451,High,TEC-75076,Machines Product 922,2101.6468,5,West,4014,7353.36,Consumer,2022-05-19 00:00:00.000,Second Class,26.76,New York,Machines,2022,North America,19
Technology,Los Angeles,United States,CU-35960,Customer 4014,0.3,US,1,2023-02-17 00:00:00.000,US-2023-404346,Medium,TEC-41772,Phones Product 360,927.6906,8,West,4015,5494.48,Consumer,2023-02-25 00:00:00.000,Same Day,49.42,Illinois,Phones,2023,North America,7
Office Supplies,Los Angeles,United States,CU-36818,Customer 4015,0.0,US,1,2022-11-05 00:00:00.000,US-2022-510722,Medium,OFF-73020,Art Product 723,2399.8541,4,East,4016,6088.38,Corporate,2022-11-11 00:00:00.000,Standard Class,44.04,California,Art,2022,North America,44
Technology,New York,United States,CU-72728,Customer 4016,0.05,US,1,2022-02-05 00:00:00.000,US-2022-683402,High,TEC-56383,Machines Product 697,537.8221,7,West,4017,1357.0,Corporate,2022-02-13 00:00:00.000,Standard Class,34.71,New York,Machines,2022,North America,5
Office Supplies,Los Angeles,United States,CU-40969,Customer 4017,0.1,US,1,2021-05-16 00:00:00.000,US-2021-295610,Medium,OFF-62619,Binders Product 911,175.2171,7,South,4018,3415.26,Consumer,2021-05-26 00:00:00.000,First Class,24.82,New York,Binders,2021,North America,19
Office Supplies,New York,United States,CU-19141,Customer 4018,0.0,US,1,2021-01-12 00:00:00.000,US-2021-103868,Medium,OFF-84521,Binders Product 243,268.2338,1,South,4019,1212.46,Consumer,2021-01-22 00:00:00.000,Same Day,8.66,California,Binders,2021,North America,2
Office Supplies,Miami,United States,CU-56523,Customer 4019,0.5,US,1,2022-08-16 00:00:00.000,US-2022-735819,Low,OFF-67894,Art Product 66,2316.5156,10,West,4020,8545.73,Home Office,2022-08-20 00:00:00.000,Same Day,17.36,Texas,Art,2022,North America,33
Technology,Houston,United States,CU-26750,Customer 4020,0.1,US,1,2021-09-02 00:00:00.000,US-2021-197882,Medium,TEC-40189,Computers Product 784,97.5295,2,East,4021,640.22,Home Office,2021-09-03 00:00:00.000,Second Class,14.18,Illinois,Computers,2021,North America,35
Technology,Houston,United States,CU-76016,Customer 4021,0.0,US,1,2022-02-07 00:00:00.000,US-2022-614188,Medium,TEC-13458,Phones Product 174,11.1869,3,Central,4022,38.72,Home Office,2022-02-08 00:00:00.000,Second Class,31.16,Illinois,Phones,2022,North America,6
Furniture,Houston,United States,CU-31247,Customer 4022,0.15,US,1,2022-01-01 00:00:00.000,US-2022-333633,Low,FUR-44822,Storage Product 248,270.948,2,East,4023,1345.98,Consumer,2022-01-10 00:00:00.000,Standard Class,24.58,New York,Storage,2022,North America,52
Furniture,Los Angeles,United States,CU-11877,Customer 4023,0.25,US,1,2021-12-18 00:00:00.000,US-2021-136680,Critical,FUR-60063,Storage Product 783,1322.5976,10,Central,4024,3477.49,Consumer,2021-12-22 00:00:00.000,Same Day,23.61,New York,Storage,2021,North America,50
Office Supplies,Chicago,United States,CU-22401,Customer 4024,0.4,US,1,2022-06-19 00:00:00.000,US-2022-387587,Medium,OFF-11029,Binders Product 237,439.7608,5,Central,4025,5426.69,Consumer,2022-06-27 00:00:00.000,Same Day,47.69,New York,Binders,2022,North America,24
Furniture,Los Angeles,United States,CU-31201,Customer 4025,0.15,US,1,2021-08-31 00:00:00.000,US-2021-742032,High,FUR-41583,Furnishings Product 728,123.862,10,Central,4026,575.87,Consumer,2021-09-04 00:00:00.000,First Class,30.25,New York,Furnishings,2021,North America,35
Office Supplies,Chicago,United States,CU-63947,Customer 4026,0.5,US,1,2021-07-31 00:00:00.000,US-2021-805817,Medium,OFF-75760,Supplies Product 9,53.0591,9,West,4027,151.51,Home Office,2021-08-03 00:00:00.000,First Class,27.79,New York,Supplies,2021,North America,30
Office Supplies,Los Angeles,United States,CU-22183,Customer 4027,0.3,US,1,2021-08-10 00:00:00.000,US-2021-485760,High,OFF-84374,Art Product 877,1627.3865,5,East,4028,4504.11,Consumer,2021-08-17 00:00:00.000,Second Class,36.5,California,Art,2021,North America,32
Furniture,Chicago,United States,CU-81763,Customer 4028,0.25,US,1,2022-08-06 00:00:00.000,US-2022-641867,High,FUR-31582,Furnishings Product 809,7.2,1,West,4029,29.77,Consumer,2022-08-10 00:00:00.000,Second Class,44.03,California,Furnishings,2022,North America,31
Office Supplies,Miami,United States,CU-36743,Customer 4029,0.0,US,1,2023-03-24 00:00:00.000,US-2023-818001,Critical,OFF-29178,Art Product 147,985.3097,7,Central,4030,7601.34,Consumer,2023-03-29 00:00:00.000,Second Class,33.25,California,Art,2023,North America,12
Office Supplies,Houston,United States,CU-96410,Customer 4030,0.4,US,1,2022-04-22 00:00:00.000,US-2022-461038,Low,OFF-72884,Art Product 136,-117.6335,8,South,4031,1209.99,Consumer,2022-04-30 00:00:00.000,Same Day,15.31,Texas,Art,2022,North America,16
Furniture,Los Angeles,United States,CU-62618,Customer 4031,0.2,US,1,2021-12-24 00:00:00.000,US-2021-158780,Critical,FUR-75584,Storage Product 294,964.3859,5,South,4032,4649.37,Home Office,2021-12-29 00:00:00.000,Second Class,19.19,Florida,Storage,2021,North America,51
Furniture,Los Angeles,United States,CU-93584,Customer 4032,0.1,US,1,2023-05-31 00:00:00.000,US-2023-157257,Low,FUR-68653,Chairs Product 775,-1318.2708,7,South,4033,9345.5,Home Office,2023-06-02 00:00:00.000,Same Day,25.48,Texas,Chairs,2023,North America,22
Technology,New York,United States,CU-12101,Customer 4033,0.5,US,1,2020-10-23 00:00:00.000,US-2020-164969,Low,TEC-47307,Phones Product 538,2202.805,7,South,4034,6630.04,Corporate,2020-10-28 00:00:00.000,Standard Class,45.64,New York,Phones,2020,North America,43
Office Supplies,Los Angeles,United States,CU-17749,Customer 4034,0.2,US,1,2023-12-03 00:00:00.000,US-2023-545113,Low,OFF-42723,Art Product 806,90.627,3,South,4035,349.25,Home Office,2023-12-12 00:00:00.000,First Class,49.61,Texas,Art,2023,North America,48
Technology,Houston,United States,CU-96461,Customer 4035,0.5,US,1,2020-10-22 00:00:00.000,US-2020-708753,Critical,TEC-73307,Phones Product 331,1114.292,7,South,4036,4823.83,Home Office,2020-10-29 00:00:00.000,Second Class,11.46,Illinois,Phones,2020,North America,43
Office Supplies,Houston,United States,CU-79388,Customer 4036,0.3,US,1,2023-11-03 00:00:00.000,US-2023-466588,High,OFF-87299,Supplies Product 742,1072.7529,4,South,4037,4982.21,Home Office,2023-11-11 00:00:00.000,First Class,33.87,Illinois,Supplies,2023,North America,44
Technology,Chicago,United States,CU-80420,Customer 4037,0.4,US,1,2020-08-20 00:00:00.000,US-2020-979241,Critical,TEC-44303,Phones Product 974,76.4617,1,South,4038,639.01,Home Office,2020-08-28 00:00:00.000,Second Class,26.52,Texas,Phones,2020,North America,34
Technology,Miami,United States,CU-62289,Customer 4038,0.3,US,1,2022-11-28 00:00:00.000,US-2022-423517,Low,TEC-73326,Machines Product 709,89.3457,2,South,4039,318.94,Home Office,2022-12-05 00:00:00.000,Second Class,32.7,New York,Machines,2022,North America,48
Technology,Miami,United States,CU-93989,Customer 4039,0.25,US,1,2021-09-21 00:00:00.000,US-2021-357879,Medium,TEC-46660,Phones Product 352,2928.1727,10,East,4040,9465.27,Home Office,2021-10-01 00:00:00.000,Second Class,17.54,California,Phones,2021,North America,38
Office Supplies,Los Angeles,United States,CU-54807,Customer 4040,0.25,US,1,2021-07-06 00:00:00.000,US-2021-871671,Low,OFF-42903,Paper Product 225,-204.8952,9,East,4041,2342.69,Consumer,2021-07-11 00:00:00.000,Standard Class,16.49,Texas,Paper,2021,North America,27
Technology,Miami,United States,CU-19814,Customer 4041,0.1,US,1,2023-10-09 00:00:00.000,US-2023-477300,High,TEC-91397,Computers Product 800,77.4461,1,Central,4042,1091.03,Consumer,2023-10-12 00:00:00.000,Standard Class,16.3,Illinois,Computers,2023,North America,41
Office Supplies,Chicago,United States,CU-95065,Customer 4042,0.1,US,1,2021-05-20 00:00:00.000,US-2021-177925,High,OFF-88697,Binders Product 853,-1523.2265,8,Central,4043,5123.61,Home Office,2021-05-28 00:00:00.000,First Class,26.71,New York,Binders,2021,North America,20
Furniture,Los Angeles,United States,CU-39713,Customer 4043,0.0,US,1,2022-10-06 00:00:00.000,US-2022-396300,Low,FUR-70228,Storage Product 975,680.0162,4,East,4044,7076.77,Consumer,2022-10-14 00:00:00.000,Same Day,12.79,Illinois,Storage,2022,North America,40
Office Supplies,Los Angeles,United States,CU-22397,Customer 4044,0.2,US,1,2020-03-14 00:00:00.000,US-2020-267018,Critical,OFF-25847,Binders Product 493,663.6648,6,West,4045,3535.78,Home Office,2020-03-17 00:00:00.000,Standard Class,32.96,Florida,Binders,2020,North America,11
Technology,Chicago,United States,CU-91016,Customer 4045,0.05,US,1,2021-07-09 00:00:00.000,US-2021-968879,Critical,TEC-26080,Accessories Product 484,188.1199,6,West,4046,2283.57,Consumer,2021-07-18 00:00:00.000,Same Day,40.72,California,Accessories,2021,North America,27
Furniture,Houston,United States,CU-93301,Customer 4046,0.5,US,1,2022-04-14 00:00:00.000,US-2022-796739,High,FUR-94832,Tables Product 19,320.1033,9,Central,4047,2200.96,Home Office,2022-04-19 00:00:00.000,Same Day,35.11,California,Tables,2022,North America,15
Furniture,Chicago,United States,CU-79283,Customer 4047,0.4,US,1,2021-12-18 00:00:00.000,US-2021-592930,Low,FUR-19659,Furnishings Product 835,341.2777,5,South,4048,1389.89,Consumer,2021-12-22 00:00:00.000,Same Day,41.15,New York,Furnishings,2021,North America,50
Office Supplies,Los Angeles,United States,CU-16816,Customer 4048,0.05,US,1,2021-04-21 00:00:00.000,US-2021-558008,High,OFF-51945,Supplies Product 318,273.0038,2,East,4049,940.17,Corporate,2021-04-29 00:00:00.000,First Class,27.01,New York,Supplies,2021,North America,16
Office Supplies,Los Angeles,United States,CU-19303,Customer 4049,0.15,US,1,2020-02-07 00:00:00.000,US-2020-638333,High,OFF-10193,Binders Product 165,422.3743,4,West,4050,1651.46,Corporate,2020-02-17 00:00:00.000,Same Day,10.2,Illinois,Binders,2020,North America,6
Furniture,Houston,United States,CU-21376,Customer 4050,0.0,US,1,2020-01-13 00:00:00.000,US-2020-405125,Low,FUR-60227,Furnishings Product 600,1431.5916,6,South,4051,7194.39,Consumer,2020-01-16 00:00:00.000,Same Day,37.2,Texas,Furnishings,2020,North America,3
Furniture,Chicago,United States,CU-54212,Customer 4051,0.4,US,1,2022-04-28 00:00:00.000,US-2022-212066,Critical,FUR-50267,Chairs Product 272,-210.8767,5,West,4052,1312.84,Corporate,2022-05-03 00:00:00.000,First Class,43.76,New York,Chairs,2022,North America,17
Furniture,Chicago,United States,CU-42155,Customer 4052,0.15,US,1,2023-08-21 00:00:00.000,US-2023-661356,Low,FUR-60244,Chairs Product 783,353.6764,6,East,4053,1887.9,Home Office,2023-08-23 00:00:00.000,Second Class,25.69,Texas,Chairs,2023,North America,34
Furniture,Los Angeles,United States,CU-56121,Customer 4053,0.15,US,1,2020-04-18 00:00:00.000,US-2020-129297,Critical,FUR-62807,Furnishings Product 128,-3.3318,2,West,4054,51.89,Corporate,2020-04-23 00:00:00.000,Second Class,33.45,Illinois,Furnishings,2020,North America,16
Technology,Miami,United States,CU-33820,Customer 4054,0.15,US,1,2023-05-05 00:00:00.000,US-2023-155935,Low,TEC-91419,Accessories Product 111,143.8059,4,South,4055,435.8,Home Office,2023-05-07 00:00:00.000,Same Day,7.56,California,Accessories,2023,North America,18
Furniture,Houston,United States,CU-94032,Customer 4055,0.5,US,1,2020-02-16 00:00:00.000,US-2020-330432,Critical,FUR-43694,Tables Product 926,1542.3688,10,West,4056,5760.95,Home Office,2020-02-23 00:00:00.000,Same Day,32.63,Illinois,Tables,2020,North America,7
Office Supplies,Chicago,United States,CU-99583,Customer 4056,0.15,US,1,2022-05-25 00:00:00.000,US-2022-988528,Medium,OFF-82440,Paper Product 647,229.5141,9,South,4057,617.14,Home Office,2022-05-28 00:00:00.000,Standard Class,39.28,California,Paper,2022,North America,21
Technology,Houston,United States,CU-93598,Customer 4057,0.1,US,1,2023-10-22 00:00:00.000,US-2023-432377,Low,TEC-95286,Computers Product 67,1198.0212,8,Central,4058,7190.19,Consumer,2023-10-31 00:00:00.000,Same Day,10.94,Texas,Computers,2023,North America,42
Office Supplies,Miami,United States,CU-70974,Customer 4058,0.4,US,1,2022-01-07 00:00:00.000,US-2022-673329,Critical,OFF-26098,Supplies Product 195,3158.9094,8,East,4059,8315.06,Consumer,2022-01-08 00:00:00.000,Same Day,39.68,Illinois,Supplies,2022,North America,1
Office Supplies,Los Angeles,United States,CU-80888,Customer 4059,0.3,US,1,2020-03-21 00:00:00.000,US-2020-494209,High,OFF-67584,Art Product 318,-478.3891,4,East,4060,2211.2,Home Office,2020-03-30 00:00:00.000,Same Day,27.87,New York,Art,2020,North America,12
Office Supplies,Los Angeles,United States,CU-49162,Customer 4060,0.4,US,1,2023-03-07 00:00:00.000,US-2023-779592,Low,OFF-43735,Binders Product 210,-1242.0637,6,South,4061,5057.67,Corporate,2023-03-16 00:00:00.000,Standard Class,8.46,Florida,Binders,2023,North America,10
Office Supplies,Houston,United States,CU-81018,Customer 4061,0.25,US,1,2020-01-13 00:00:00.000,US-2020-436396,High,OFF-34110,Paper Product 339,58.9875,9,West,4062,207.26,Corporate,2020-01-19 00:00:00.000,Second Class,18.61,California,Paper,2020,North America,3
Furniture,Houston,United States,CU-35983,Customer 4062,0.4,US,1,2021-03-23 00:00:00.000,US-2021-295996,High,FUR-72625,Chairs Product 696,-790.5489,7,Central,4063,7424.1,Consumer,2021-04-02 00:00:00.000,Same Day,38.5,Illinois,Chairs,2021,North America,12
Office Supplies,Houston,United States,CU-34083,Customer 4063,0.3,US,1,2020-11-02 00:00:00.000,US-2020-443999,Low,OFF-43834,Paper Product 759,1076.8196,10,South,4064,3706.24,Home Office,2020-11-03 00:00:00.000,First Class,7.33,New York,Paper,2020,North America,45
Technology,Houston,United States,CU-40687,Customer 4064,0.2,US,1,2021-04-28 00:00:00.000,US-2021-427131,Medium,TEC-51280,Computers Product 606,1013.1411,5,Central,4065,5733.0,Home Office,2021-05-04 00:00:00.000,Standard Class,37.03,Illinois,Computers,2021,North America,17
Office Supplies,Houston,United States,CU-80594,Customer 4065,0.15,US,1,2020-10-18 00:00:00.000,US-2020-500373,High,OFF-27775,Paper Product 101,3506.9895,9,East,4066,8971.18,Consumer,2020-10-19 00:00:00.000,Same Day,24.59,Illinois,Paper,2020,North America,42
Technology,New York,United States,CU-21085,Customer 4066,0.25,US,1,2021-01-10 00:00:00.000,US-2021-933576,High,TEC-76815,Machines Product 147,-960.6957,8,East,4067,8808.41,Corporate,2021-01-13 00:00:00.000,Standard Class,17.92,California,Machines,2021,North America,1
Furniture,Houston,United States,CU-89372,Customer 4067,0.25,US,1,2022-10-29 00:00:00.000,US-2022-612032,High,FUR-32053,Tables Product 656,581.3437,6,West,4068,4721.07,Consumer,2022-11-05 00:00:00.000,First Class,43.09,Illinois,Tables,2022,North America,43
Technology,New York,United States,CU-51535,Customer 4068,0.05,US,1,2022-02-06 00:00:00.000,US-2022-328301,High,TEC-88026,Accessories Product 823,2912.5473,5,Central,4069,7537.89,Consumer,2022-02-12 00:00:00.000,Second Class,42.37,Florida,Accessories,2022,North America,5
Furniture,Los Angeles,United States,CU-36667,Customer 4069,0.4,US,1,2021-05-21 00:00:00.000,US-2021-597255,Medium,FUR-60969,Chairs Product 226,1706.9354,10,South,4070,5258.41,Consumer,2021-05-22 00:00:00.000,Standard Class,32.0,Florida,Chairs,2021,North America,20
Technology,Miami,United States,CU-85998,Customer 4070,0.05,US,1,2021-08-02 00:00:00.000,US-2021-993169,Low,TEC-56840,Accessories Product 154,399.6064,2,East,4071,2732.21,Corporate,2021-08-12 00:00:00.000,Same Day,27.25,New York,Accessories,2021,North America,31
Technology,New York,United States,CU-24337,Customer 4071,0.5,US,1,2021-12-01 00:00:00.000,US-2021-322079,Low,TEC-33490,Accessories Product 161,1053.308,8,Central,4072,6445.73,Consumer,2021-12-02 00:00:00.000,Standard Class,25.86,California,Accessories,2021,North America,48
Technology,Los Angeles,United States,CU-64727,Customer 4072,0.15,US,1,2022-01-18 00:00:00.000,US-2022-391335,Critical,TEC-81185,Machines Product 752,273.1384,5,East,4073,5456.22,Home Office,2022-01-24 00:00:00.000,First Class,48.77,Texas,Machines,2022,North America,3
Office Supplies,Miami,United States,CU-19122,Customer 4073,0.3,US,1,2020-05-21 00:00:00.000,US-2020-952858,High,OFF-62520,Paper Product 331,845.9428,6,South,4074,5227.19,Consumer,2020-05-26 00:00:00.000,Second Class,5.95,New York,Paper,2020,North America,21
Office Supplies,Miami,United States,CU-88897,Customer 4074,0.25,US,1,2020-05-17 00:00:00.000,US-2020-634989,Critical,OFF-83937,Paper Product 322,-52.0058,1,East,4075,534.3,Consumer,2020-05-18 00:00:00.000,Second Class,24.69,California,Paper,2020,North America,20
Furniture,New York,United States,CU-20181,Customer 4075,0.0,US,1,2021-10-22 00:00:00.000,US-2021-587443,High,FUR-81619,Furnishings Product 661,1091.9766,2,West,4076,3260.57,Consumer,2021-11-01 00:00:00.000,Same Day,19.99,New York,Furnishings,2021,North America,42
Technology,Los Angeles,United States,CU-12494,Customer 4076,0.2,US,1,2023-12-05 00:00:00.000,US-2023-539827,Critical,TEC-16707,Computers Product 745,-226.8085,8,East,4077,3989.25,Home Office,2023-12-11 00:00:00.000,Second Class,38.87,Florida,Computers,2023,North America,49
Furniture,Chicago,United States,CU-30815,Customer 4077,0.05,US,1,2023-02-15 00:00:00.000,US-2023-245991,Low,FUR-77554,Furnishings Product 724,328.9162,2,Central,4078,950.4,Consumer,2023-02-25 00:00:00.000,Same Day,31.67,New York,Furnishings,2023,North America,7
Office Supplies,Houston,United States,CU-74023,Customer 4078,0.25,US,1,2023-11-02 00:00:00.000,US-2023-115230,Medium,OFF-44288,Supplies Product 31,294.5116,2,West,4079,775.33,Consumer,2023-11-11 00:00:00.000,Same Day,8.71,New York,Supplies,2023,North America,44
Office Supplies,Los Angeles,United States,CU-89387,Customer 4079,0.1,US,1,2021-10-12 00:00:00.000,US-2021-848623,Low,OFF-83736,Art Product 104,1387.4206,8,South,4080,10298.66,Home Office,2021-10-19 00:00:00.000,First Class,15.97,New York,Art,2021,North America,41
Furniture,Los Angeles,United States,CU-93083,Customer 4080,0.25,US,1,2022-04-20 00:00:00.000,US-2022-958795,Critical,FUR-17792,Storage Product 460,139.4887,3,Central,4081,625.14,Home Office,2022-04-23 00:00:00.000,First Class,20.05,Illinois,Storage,2022,North America,16
Furniture,New York,United States,CU-76874,Customer 4081,0.5,US,1,2020-04-12 00:00:00.000,US-2020-396289,High,FUR-31197,Chairs Product 570,133.2168,3,East,4082,2436.67,Consumer,2020-04-14 00:00:00.000,Second Class,14.66,California,Chairs,2020,North America,15
Technology,Houston,United States,CU-82085,Customer 4082,0.15,US,1,2020-11-02 00:00:00.000,US-2020-263029,Low,TEC-25584,Accessories Product 538,343.2622,3,South,4083,4288.8,Home Office,2020-11-09 00:00:00.000,First Class,6.46,Florida,Accessories,2020,North America,45
